Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Turkmenistan,1999,36.1,30.0,N/A,10.0,57.5,92.3,N/A,55.0,N/A,0.0,40.0,30.0,10.0
Uzbekistan,1999,33.8,30.0,N/A,10.0,55.9,52.5,N/A,40.0,N/A,25.7,50.0,30.0,10.0
Vanuatu,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,1999,42.7,10.0,N/A,28.0,43.0,81.4,N/A,40.0,N/A,70.8,51.0,30.0,30.0
Afghanistan,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,1998,75.6,90.0,N/A,86.0,56.1,54.8,N/A,70.0,N/A,84.0,79.4,70.0,90.0
"Bangladesh ",1998,52.0,30.0,N/A,23.0,73.0,93.5,N/A,40.0,N/A,71.1,38.0,50.0,50.0
Bhutan,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,1998,45.7,30.0,N/A,10.0,81.9,84.3,N/A,40.0,N/A,55.0,50.0,30.0,30.0
Cambodia,1998,59.8,30.0,N/A,30.0,91.6,91.6,N/A,55.0,N/A,72.0,68.0,50.0,50.0
China,1998,53.1,30.0,N/A,24.0,70.5,95.9,N/A,55.0,N/A,68.2,34.0,50.0,50.0
Fiji,1998,58.2,50.0,N/A,30.0,70.9,79.6,N/A,55.0,N/A,79.7,58.4,50.0,50.0
Hong Kong,1998,88.0,90.0,N/A,70.0,91.9,92.4,N/A,100.0,N/A,78.0,90.0,90.0,90.0
India,1998,49.7,50.0,N/A,26.0,67.1,89.7,N/A,55.0,N/A,65.6,13.2,50.0,30.0
Indonesia,1998,63.4,50.0,N/A,27.0,80.1,94.3,N/A,55.0,N/A,71.7,73.0,70.0,50.0
Japan,1998,70.2,90.0,N/A,71.0,53.8,60.9,N/A,85.0,N/A,92.9,79.0,50.0,50.0
Kazakhstan,1998,41.7,30.0,N/A,10.0,73.3,85.7,N/A,55.0,N/A,0.0,61.0,30.0,30.0
Kiribati,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",1998,51.8,30.0,N/A,30.0,72.3,72.6,N/A,55.0,N/A,41.1,65.0,50.0,50.0
Laos,1998,35.2,10.0,N/A,10.0,32.2,85.2,N/A,40.0,N/A,53.1,66.0,10.0,10.0
Macau,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",1998,68.2,70.0,N/A,53.0,76.8,85.3,N/A,85.0,N/A,78.1,65.0,50.0,50.0
Maldives,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,1998,57.3,50.0,N/A,50.0,61.9,51.0,N/A,70.0,N/A,48.1,85.0,50.0,50.0
Nepal,1998,53.5,50.0,N/A,10.0,83.0,89.6,N/A,55.0,N/A,67.3,66.6,30.0,30.0
New Zealand,1998,79.2,90.0,N/A,94.0,64.6,55.8,N/A,85.0,N/A,84.7,78.6,70.0,90.0
North Korea,1998,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",1998,53.2,50.0,N/A,10.0,67.4,72.6,N/A,55.0,N/A,69.0,35.0,70.0,50.0
Papua New Guinea,1998,55.2,50.0,N/A,50.0,81.5,75.1,N/A,55.0,N/A,67.9,37.0,50.0,30.0
Philippines,1998,62.8,70.0,N/A,27.0,73.0,88.9,N/A,70.0,N/A,77.8,59.0,50.0,50.0
Samoa,1998,49.9,50.0,N/A,70.0,64.5,17.3,N/A,70.0,N/A,77.4,0.0,50.0,50.0
Singapore,1998,87.0,90.0,N/A,88.0,82.7,92.1,N/A,100.0,N/A,86.9,83.0,90.0,70.0
Solomon Islands,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,1998,73.3,90.0,N/A,50.0,72.4,87.3,N/A,70.0,N/A,80.9,69.2,70.0,70.0
Sri Lanka,1998,64.6,50.0,N/A,50.0,72.3,66.3,N/A,85.0,N/A,77.0,61.0,50.0,70.0
Taiwan,1998,70.4,90.0,N/A,50.0,74.4,73.7,N/A,85.0,N/A,83.4,77.0,50.0,50.0
Tajikistan,1998,41.1,30.0,N/A,10.0,57.5,89.3,N/A,55.0,N/A,0.0,68.4,30.0,30.0
"Thailand ",1998,67.3,70.0,N/A,33.0,74.2,91.9,N/A,70.0,N/A,74.8,71.6,70.0,50.0
Timor-Leste,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,1998,35.0,30.0,N/A,10.0,56.2,84.1,N/A,55.0,N/A,0.0,40.0,30.0,10.0
Uzbekistan,1998,31.5,30.0,N/A,10.0,57.4,56.5,N/A,40.0,N/A,0.0,50.0,30.0,10.0
Vanuatu,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,1998,40.4,10.0,N/A,10.0,43.4,83.0,N/A,40.0,N/A,66.2,51.0,30.0,30.0
Afghanistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,1997,75.5,90.0,N/A,88.0,56.6,55.1,N/A,70.0,N/A,82.8,77.0,70.0,90.0
"Bangladesh ",1997,49.9,30.0,N/A,10.0,70.6,94.2,N/A,40.0,N/A,66.1,38.0,50.0,50.0
Bhutan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,1997,45.4,30.0,N/A,10.0,81.8,85.2,N/A,40.0,N/A,51.7,50.0,30.0,30.0
Cambodia,1997,52.8,30.0,N/A,30.0,91.7,91.8,N/A,55.0,N/A,62.1,15.0,50.0,50.0
China,1997,51.7,30.0,N/A,22.0,70.4,95.4,N/A,55.0,N/A,62.7,30.0,50.0,50.0
Fiji,1997,58.0,50.0,N/A,30.0,71.0,77.5,N/A,55.0,N/A,80.8,57.6,50.0,50.0
Hong Kong,1997,88.6,90.0,N/A,71.0,91.8,93.0,N/A,100.0,N/A,81.1,90.0,90.0,90.0
India,1997,49.7,50.0,N/A,28.0,67.1,88.7,N/A,55.0,N/A,65.1,13.2,50.0,30.0
Indonesia,1997,62.0,50.0,N/A,19.0,79.9,90.3,N/A,55.0,N/A,70.8,73.0,70.0,50.0
Japan,1997,70.3,90.0,N/A,67.0,54.2,63.0,N/A,85.0,N/A,92.0,81.0,50.0,50.0
Kazakhstan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kiribati,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laos,1997,35.1,10.0,N/A,10.0,32.3,82.4,N/A,40.0,N/A,55.4,66.0,10.0,10.0
Macau,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",1997,66.8,70.0,N/A,53.0,76.6,83.6,N/A,85.0,N/A,78.1,55.0,50.0,50.0
Maldives,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,1997,52.9,50.0,N/A,50.0,62.0,41.4,N/A,70.0,N/A,34.5,68.6,50.0,50.0
Nepal,1997,53.6,50.0,N/A,10.0,82.9,93.5,N/A,55.0,N/A,67.7,63.0,30.0,30.0
New Zealand,1997,79.0,90.0,N/A,96.0,64.7,53.9,N/A,85.0,N/A,83.7,78.6,70.0,90.0
North Korea,1997,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",1997,56.0,70.0,N/A,23.0,67.5,71.2,N/A,55.0,N/A,68.0,30.0,70.0,50.0
Papua New Guinea,1997,56.7,50.0,N/A,50.0,81.5,74.2,N/A,70.0,N/A,67.9,36.6,50.0,30.0
Philippines,1997,62.2,70.0,N/A,28.0,73.1,87.9,N/A,70.0,N/A,78.1,53.2,50.0,50.0
Samoa,1997,51.5,50.0,N/A,70.0,64.5,25.0,N/A,70.0,N/A,83.6,0.0,50.0,50.0
Singapore,1997,87.3,90.0,N/A,93.0,80.6,94.0,N/A,100.0,N/A,85.8,83.0,90.0,70.0
Solomon Islands,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,1997,69.8,90.0,N/A,43.0,68.1,86.9,N/A,70.0,N/A,80.9,69.2,50.0,70.0
Sri Lanka,1997,65.5,50.0,N/A,50.0,72.5,69.1,N/A,85.0,N/A,81.8,61.0,50.0,70.0
Taiwan,1997,70.0,90.0,N/A,51.0,74.4,71.4,N/A,85.0,N/A,82.8,75.2,50.0,50.0
Tajikistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Thailand ",1997,66.1,90.0,N/A,28.0,74.2,91.3,N/A,70.0,N/A,75.3,66.4,50.0,50.0
Timor-Leste,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uzbekistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanuatu,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,1997,38.6,10.0,N/A,10.0,42.8,78.9,N/A,40.0,N/A,61.0,44.6,30.0,30.0
Afghanistan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,1996,74.0,90.0,N/A,70.0,59.3,53.4,N/A,70.0,N/A,86.5,77.0,70.0,90.0
"Bangladesh ",1996,51.1,30.0,N/A,10.0,79.2,92.0,N/A,40.0,N/A,70.7,38.0,50.0,50.0
Bhutan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,1996,45.1,30.0,N/A,10.0,81.8,81.3,N/A,40.0,N/A,53.3,50.0,30.0,30.0
Cambodia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China,1996,51.3,30.0,N/A,30.0,70.7,94.6,N/A,55.0,N/A,61.5,20.0,50.0,50.0
Fiji,1996,57.4,50.0,N/A,30.0,67.4,74.4,N/A,55.0,N/A,80.5,59.0,50.0,50.0
Hong Kong,1996,90.5,90.0,N/A,90.0,91.4,92.0,N/A,100.0,N/A,81.1,90.0,90.0,90.0
India,1996,47.4,50.0,N/A,10.0,63.5,88.7,N/A,55.0,N/A,65.6,14.0,50.0,30.0
Indonesia,1996,61.0,50.0,N/A,10.0,80.0,90.0,N/A,55.0,N/A,71.3,73.0,70.0,50.0
Japan,1996,72.6,90.0,N/A,90.0,53.6,63.9,N/A,85.0,N/A,88.9,82.0,50.0,50.0
Kazakhstan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kiribati,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laos,1996,38.5,10.0,N/A,10.0,32.3,90.2,N/A,40.0,N/A,62.8,81.0,10.0,10.0
Macau,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",1996,69.9,70.0,N/A,70.0,76.7,82.7,N/A,85.0,N/A,77.7,67.0,50.0,50.0
Maldives,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,1996,47.4,70.0,N/A,50.0,40.0,17.3,N/A,70.0,N/A,14.5,65.0,50.0,50.0
Nepal,1996,50.3,30.0,N/A,10.0,86.4,91.3,N/A,55.0,N/A,67.0,53.2,30.0,30.0
New Zealand,1996,78.1,90.0,N/A,90.0,65.1,48.6,N/A,85.0,N/A,86.0,78.6,70.0,90.0
North Korea,1996,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",1996,58.4,70.0,N/A,30.0,65.0,66.3,N/A,55.0,N/A,68.5,31.0,70.0,70.0
Papua New Guinea,1996,58.6,50.0,N/A,50.0,81.5,69.3,N/A,70.0,N/A,81.2,45.8,50.0,30.0
Philippines,1996,60.2,70.0,N/A,30.0,73.2,89.4,N/A,55.0,N/A,77.0,47.0,50.0,50.0
Samoa,1996,47.6,50.0,N/A,70.0,64.5,2.2,N/A,70.0,N/A,72.0,0.0,50.0,50.0
Singapore,1996,86.5,90.0,N/A,90.0,80.8,90.7,N/A,100.0,N/A,84.4,83.0,90.0,70.0
Solomon Islands,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,1996,73.0,90.0,N/A,70.0,64.4,86.4,N/A,70.0,N/A,79.6,77.0,50.0,70.0
Sri Lanka,1996,62.5,50.0,N/A,30.0,72.5,78.1,N/A,70.0,N/A,80.5,61.0,50.0,70.0
Taiwan,1996,74.1,90.0,N/A,90.0,74.3,70.0,N/A,85.0,N/A,82.6,75.2,50.0,50.0
Tajikistan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Thailand ",1996,71.0,90.0,N/A,70.0,74.5,92.1,N/A,70.0,N/A,76.4,66.4,50.0,50.0
Timor-Leste,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uzbekistan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanuatu,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,1996,40.2,10.0,N/A,10.0,54.8,79.1,N/A,40.0,N/A,63.3,44.6,30.0,30.0
Afghanistan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,1995,74.1,90.0,N/A,70.0,59.6,53.9,N/A,70.0,N/A,86.7,77.0,70.0,90.0
"Bangladesh ",1995,40.9,30.0,N/A,10.0,44.0,91.5,N/A,40.0,N/A,72.9,0.0,50.0,30.0
Bhutan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cambodia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
China,1995,52.0,30.0,N/A,30.0,70.6,93.7,N/A,55.0,N/A,68.4,20.0,50.0,50.0
Fiji,1995,54.7,50.0,N/A,30.0,57.1,72.5,N/A,55.0,N/A,75.5,52.6,50.0,50.0
Hong Kong,1995,88.6,90.0,N/A,90.0,93.0,93.5,N/A,100.0,N/A,80.8,90.0,90.0,70.0
India,1995,45.1,50.0,N/A,10.0,46.8,92.4,N/A,55.0,N/A,71.7,0.0,50.0,30.0
Indonesia,1995,54.9,50.0,N/A,10.0,73.1,89.7,N/A,55.0,N/A,70.9,45.0,50.0,50.0
Japan,1995,75.0,90.0,N/A,90.0,53.6,67.7,N/A,85.0,N/A,87.0,82.0,50.0,70.0
Kazakhstan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kiribati,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laos,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macau,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",1995,71.9,70.0,N/A,70.0,74.1,78.3,N/A,85.0,N/A,82.5,67.0,70.0,50.0
Maldives,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,1995,47.8,70.0,N/A,50.0,47.6,17.3,N/A,70.0,N/A,0.0,55.0,70.0,50.0
Nepal,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Zealand,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Korea,1995,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",1995,57.6,70.0,N/A,10.0,59.1,82.1,N/A,55.0,N/A,69.9,32.4,70.0,70.0
Papua New Guinea,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,1995,55.0,50.0,N/A,10.0,73.2,88.4,N/A,55.0,N/A,76.7,42.0,50.0,50.0
Samoa,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,1995,86.3,90.0,N/A,90.0,80.8,88.1,N/A,100.0,N/A,85.2,83.0,90.0,70.0
Solomon Islands,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,1995,72.0,90.0,N/A,70.0,63.3,85.6,N/A,70.0,N/A,80.1,69.2,50.0,70.0
Sri Lanka,1995,60.6,50.0,N/A,30.0,64.3,78.3,N/A,70.0,N/A,78.4,54.2,50.0,70.0
Taiwan,1995,74.2,90.0,N/A,90.0,74.1,69.9,N/A,85.0,N/A,83.4,75.2,50.0,50.0
Tajikistan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Thailand ",1995,71.3,90.0,N/A,70.0,74.6,92.8,N/A,70.0,N/A,77.7,66.4,50.0,50.0
Timor-Leste,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uzbekistan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanuatu,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,1995,41.7,10.0,N/A,10.0,68.8,87.1,N/A,40.0,N/A,55.2,44.6,30.0,30.0
