Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Belgium,2000,63.5,90.0,N/A,54.0,33.1,18.9,N/A,70.0,N/A,87.9,77.8,70.0,70.0
Bosnia and Herzegovina,2000,45.1,10.0,N/A,10.0,82.0,52.0,N/A,40.0,N/A,83.3,69.0,30.0,30.0
Bulgaria,2000,47.3,50.0,N/A,29.0,67.9,54.4,N/A,55.0,N/A,0.0,49.8,70.0,50.0
Croatia,2000,53.6,30.0,N/A,50.0,68.9,41.9,N/A,55.0,N/A,70.0,67.0,50.0,50.0
Cyprus,2000,67.2,70.0,N/A,50.0,71.7,54.4,N/A,85.0,N/A,79.8,74.4,50.0,70.0
Czech Republic,2000,68.6,70.0,N/A,48.0,58.1,49.6,N/A,85.0,N/A,75.0,72.0,70.0,90.0
Denmark,2000,68.3,90.0,N/A,100.0,30.5,0.0,N/A,85.0,N/A,91.1,77.8,70.0,70.0
Estonia,2000,69.9,70.0,N/A,57.0,72.5,25.0,N/A,85.0,N/A,74.9,85.0,90.0,70.0
Finland,2000,64.3,90.0,N/A,96.0,37.2,0.0,N/A,70.0,N/A,87.8,78.0,70.0,50.0
France,2000,57.4,70.0,N/A,67.0,35.1,12.5,N/A,70.0,N/A,83.9,77.8,50.0,50.0
Georgia,2000,54.3,30.0,N/A,10.0,90.8,86.8,N/A,55.0,N/A,67.5,69.0,50.0,30.0
Germany,2000,65.7,90.0,N/A,79.0,38.6,28.0,N/A,70.0,N/A,88.1,78.0,70.0,50.0
Greece,2000,61.0,70.0,N/A,49.0,52.2,54.4,N/A,70.0,N/A,75.5,77.8,70.0,30.0
"Hungary ",2000,64.4,70.0,N/A,50.0,63.9,39.3,N/A,70.0,N/A,69.6,76.6,70.0,70.0
Iceland,2000,74.0,90.0,N/A,93.0,64.8,58.9,N/A,70.0,N/A,86.6,82.4,70.0,50.0
Ireland,2000,76.1,90.0,N/A,82.0,60.6,63.3,N/A,85.0,N/A,85.8,78.0,70.0,70.0
Italy,2000,61.9,70.0,N/A,46.0,45.6,22.0,N/A,70.0,N/A,85.7,77.8,70.0,70.0
Latvia,2000,63.4,50.0,N/A,27.0,76.8,47.1,N/A,70.0,N/A,78.5,81.0,70.0,70.0
Liechtenstein,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2000,61.9,50.0,N/A,30.0,70.5,63.3,N/A,70.0,N/A,72.3,81.0,70.0,50.0
Luxembourg,2000,76.4,90.0,N/A,87.0,51.3,67.3,N/A,85.0,N/A,88.3,79.0,70.0,70.0
Malta,2000,58.3,70.0,N/A,30.0,64.1,36.5,N/A,70.0,N/A,72.9,61.0,70.0,50.0
Moldova,2000,59.6,50.0,N/A,30.0,55.8,85.5,N/A,70.0,N/A,69.9,75.0,50.0,50.0
Montenegro,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,2000,70.4,90.0,N/A,90.0,36.9,28.0,N/A,70.0,N/A,80.9,77.8,70.0,90.0
North Macedonia,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norway,2000,70.1,90.0,N/A,90.0,57.3,41.9,N/A,70.0,N/A,80.4,81.0,70.0,50.0
Poland,2000,60.0,70.0,N/A,46.0,58.1,33.7,N/A,70.0,N/A,66.9,74.8,70.0,50.0
Portugal,2000,65.5,70.0,N/A,65.0,60.4,41.9,N/A,70.0,N/A,84.8,77.8,70.0,50.0
Romania,2000,52.1,30.0,N/A,30.0,58.3,63.3,N/A,55.0,N/A,38.1,74.0,70.0,50.0
Russia,2000,51.8,50.0,N/A,24.0,74.6,73.0,N/A,55.0,N/A,57.5,52.4,50.0,30.0
"Serbia ",2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,2000,53.8,50.0,N/A,39.0,54.8,25.0,N/A,70.0,N/A,73.9,71.2,50.0,50.0
Slovenia,2000,58.3,70.0,N/A,50.0,52.9,36.5,N/A,70.0,N/A,71.9,73.6,50.0,50.0
Spain,2000,65.9,70.0,N/A,61.0,45.8,47.1,N/A,70.0,N/A,81.0,77.8,70.0,70.0
Sweden,2000,65.1,70.0,N/A,95.0,34.1,0.0,N/A,70.0,N/A,94.2,83.0,70.0,70.0
Switzerland,2000,76.8,90.0,N/A,89.0,80.7,28.0,N/A,70.0,N/A,92.2,81.0,70.0,90.0
Turkey,2000,63.4,70.0,N/A,34.0,67.2,82.7,N/A,70.0,N/A,31.8,75.0,70.0,70.0
Ukraine,2000,47.8,30.0,N/A,28.0,62.3,41.9,N/A,55.0,N/A,63.0,70.0,50.0,30.0
United Kingdom,2000,77.3,90.0,N/A,87.0,62.5,49.6,N/A,85.0,N/A,83.6,77.8,70.0,90.0
Albania,1999,53.4,30.0,N/A,10.0,82.9,72.5,N/A,70.0,N/A,57.8,57.8,70.0,30.0
Armenia,1999,56.4,50.0,N/A,30.0,80.3,82.1,N/A,55.0,N/A,55.5,75.0,30.0,50.0
Austria,1999,64.0,90.0,N/A,76.0,45.5,3.2,N/A,70.0,N/A,87.2,63.6,70.0,70.0
Azerbaijan,1999,47.4,30.0,N/A,30.0,71.6,87.5,N/A,55.0,N/A,37.8,55.0,30.0,30.0
Belarus,1999,35.4,30.0,N/A,10.0,44.9,45.3,N/A,55.0,N/A,15.9,57.6,30.0,30.0
Belgium,1999,62.9,90.0,N/A,53.0,33.5,15.7,N/A,70.0,N/A,86.7,77.8,70.0,70.0
Bosnia and Herzegovina,1999,29.4,10.0,N/A,10.0,78.8,16.7,N/A,40.0,N/A,0.0,69.4,30.0,10.0
Bulgaria,1999,46.2,50.0,N/A,30.0,68.0,46.3,N/A,55.0,N/A,0.0,46.8,70.0,50.0
Croatia,1999,53.1,30.0,N/A,50.0,68.4,38.4,N/A,55.0,N/A,72.1,63.8,50.0,50.0
Cyprus,1999,67.8,70.0,N/A,50.0,71.2,62.4,N/A,85.0,N/A,78.4,72.8,50.0,70.0
Czech Republic,1999,69.7,70.0,N/A,52.0,59.2,44.8,N/A,85.0,N/A,76.4,79.8,70.0,90.0
Denmark,1999,68.1,90.0,N/A,99.0,30.3,0.0,N/A,85.0,N/A,90.7,77.8,70.0,70.0
Estonia,1999,73.8,70.0,N/A,70.0,72.8,50.8,N/A,85.0,N/A,70.2,85.0,90.0,70.0
Finland,1999,63.9,90.0,N/A,95.0,38.4,0.0,N/A,70.0,N/A,88.6,73.2,70.0,50.0
France,1999,59.1,70.0,N/A,67.0,42.4,7.6,N/A,85.0,N/A,82.4,77.8,50.0,50.0
Georgia,1999,52.5,30.0,N/A,10.0,91.3,86.6,N/A,55.0,N/A,50.9,69.0,50.0,30.0
Germany,1999,65.6,90.0,N/A,82.0,38.3,24.1,N/A,70.0,N/A,86.6,79.4,70.0,50.0
Greece,1999,61.0,70.0,N/A,54.0,47.6,55.8,N/A,70.0,N/A,73.9,77.8,70.0,30.0
"Hungary ",1999,59.6,70.0,N/A,52.0,62.6,12.8,N/A,70.0,N/A,66.3,63.2,70.0,70.0
Iceland,1999,71.4,90.0,N/A,90.0,60.5,43.5,N/A,70.0,N/A,86.4,81.8,70.0,50.0
Ireland,1999,74.6,90.0,N/A,83.0,55.9,53.0,N/A,85.0,N/A,87.1,77.8,70.0,70.0
Italy,1999,61.6,70.0,N/A,50.0,46.9,15.1,N/A,70.0,N/A,84.5,77.8,70.0,70.0
Latvia,1999,64.2,50.0,N/A,30.0,77.1,56.7,N/A,70.0,N/A,72.9,81.0,70.0,70.0
Liechtenstein,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,1999,61.5,50.0,N/A,30.0,72.4,64.9,N/A,70.0,N/A,65.1,81.0,70.0,50.0
Luxembourg,1999,72.4,90.0,N/A,86.0,46.5,37.9,N/A,85.0,N/A,87.4,79.0,70.0,70.0
Malta,1999,59.3,70.0,N/A,30.0,67.5,41.9,N/A,70.0,N/A,73.3,61.0,70.0,50.0
Moldova,1999,56.1,50.0,N/A,30.0,58.5,55.1,N/A,70.0,N/A,65.9,75.0,50.0,50.0
Montenegro,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,1999,70.2,90.0,N/A,90.0,37.1,26.2,N/A,70.0,N/A,80.7,77.8,70.0,90.0
North Macedonia,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norway,1999,68.6,90.0,N/A,89.0,57.9,27.4,N/A,70.0,N/A,80.5,82.4,70.0,50.0
Poland,1999,59.6,70.0,N/A,51.0,53.2,36.0,N/A,70.0,N/A,63.6,73.0,70.0,50.0
Portugal,1999,65.6,70.0,N/A,70.0,60.6,37.1,N/A,70.0,N/A,84.8,77.8,70.0,50.0
Romania,1999,50.1,30.0,N/A,34.0,45.0,65.1,N/A,55.0,N/A,27.0,74.0,70.0,50.0
Russia,1999,54.5,50.0,N/A,23.0,74.3,65.3,N/A,55.0,N/A,50.3,53.2,50.0,70.0
"Serbia ",1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,1999,54.2,50.0,N/A,50.0,53.0,17.6,N/A,70.0,N/A,74.0,73.0,50.0,50.0
Slovenia,1999,61.3,70.0,N/A,50.0,52.4,39.5,N/A,70.0,N/A,70.8,59.0,70.0,70.0
Spain,1999,65.1,70.0,N/A,59.0,46.5,42.7,N/A,70.0,N/A,79.7,77.8,70.0,70.0
Sweden,1999,64.2,70.0,N/A,94.0,35.4,0.0,N/A,70.0,N/A,89.3,79.4,70.0,70.0
Switzerland,1999,79.1,90.0,N/A,86.0,80.4,54.4,N/A,70.0,N/A,89.7,81.6,70.0,90.0
Turkey,1999,59.2,70.0,N/A,32.0,57.0,57.1,N/A,70.0,N/A,31.8,74.4,70.0,70.0
Ukraine,1999,43.7,30.0,N/A,30.0,63.0,43.0,N/A,55.0,N/A,39.3,53.0,50.0,30.0
United Kingdom,1999,76.2,90.0,N/A,82.0,62.3,44.5,N/A,85.0,N/A,84.1,77.8,70.0,90.0
Albania,1998,53.9,30.0,N/A,10.0,82.1,66.5,N/A,70.0,N/A,67.7,59.0,70.0,30.0
Armenia,1998,49.6,50.0,N/A,30.0,80.9,75.1,N/A,55.0,N/A,0.0,75.0,30.0,50.0
Austria,1998,65.4,90.0,N/A,76.0,46.5,1.5,N/A,70.0,N/A,86.0,78.4,70.0,70.0
Azerbaijan,1998,43.1,30.0,N/A,30.0,70.3,87.9,N/A,55.0,N/A,0.0,55.0,30.0,30.0
Belarus,1998,38.0,30.0,N/A,10.0,43.4,44.5,N/A,55.0,N/A,0.0,79.0,30.0,50.0
Belgium,1998,64.7,90.0,N/A,68.0,33.7,16.4,N/A,70.0,N/A,86.1,77.8,70.0,70.0
Bosnia and Herzegovina,1998,29.4,10.0,N/A,10.0,78.8,16.7,N/A,40.0,N/A,0.0,69.4,30.0,10.0
Bulgaria,1998,45.7,50.0,N/A,30.0,53.5,48.8,N/A,55.0,N/A,25.2,49.0,50.0,50.0
Croatia,1998,51.7,30.0,N/A,50.0,68.3,39.5,N/A,55.0,N/A,61.8,60.8,50.0,50.0
Cyprus,1998,68.2,50.0,N/A,50.0,71.1,67.7,N/A,85.0,N/A,78.9,71.2,70.0,70.0
Czech Republic,1998,68.4,70.0,N/A,54.0,54.7,39.3,N/A,85.0,N/A,75.9,77.4,70.0,90.0
Denmark,1998,67.5,90.0,N/A,93.0,30.6,0.0,N/A,85.0,N/A,90.8,77.8,70.0,70.0
Estonia,1998,72.5,70.0,N/A,70.0,72.2,50.1,N/A,85.0,N/A,62.3,83.0,90.0,70.0
Finland,1998,63.5,90.0,N/A,91.0,38.5,0.0,N/A,70.0,N/A,89.5,73.2,70.0,50.0
France,1998,58.9,70.0,N/A,70.0,38.2,8.6,N/A,85.0,N/A,81.2,77.8,50.0,50.0
Georgia,1998,47.9,30.0,N/A,10.0,91.7,95.5,N/A,55.0,N/A,0.0,69.0,50.0,30.0
Germany,1998,64.3,90.0,N/A,83.0,37.8,26.8,N/A,55.0,N/A,87.0,79.4,70.0,50.0
Greece,1998,60.6,70.0,N/A,50.0,53.3,52.5,N/A,70.0,N/A,71.4,77.8,70.0,30.0
"Hungary ",1998,56.9,70.0,N/A,49.0,55.7,2.9,N/A,70.0,N/A,63.8,61.0,70.0,70.0
Iceland,1998,71.2,90.0,N/A,90.0,61.2,42.4,N/A,70.0,N/A,85.8,81.2,70.0,50.0
Ireland,1998,73.7,90.0,N/A,85.0,51.8,48.3,N/A,85.0,N/A,86.1,77.8,70.0,70.0
Italy,1998,59.1,70.0,N/A,34.0,43.3,14.5,N/A,70.0,N/A,81.9,77.8,70.0,70.0
Latvia,1998,63.4,50.0,N/A,30.0,77.5,56.2,N/A,70.0,N/A,66.0,81.0,70.0,70.0
Liechtenstein,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,1998,59.4,50.0,N/A,30.0,70.7,59.4,N/A,70.0,N/A,53.9,81.0,70.0,50.0
Luxembourg,1998,72.7,90.0,N/A,90.0,45.6,37.9,N/A,85.0,N/A,87.0,79.0,70.0,70.0
Malta,1998,61.2,70.0,N/A,30.0,66.6,49.6,N/A,70.0,N/A,74.6,70.4,70.0,50.0
Moldova,1998,53.5,50.0,N/A,30.0,57.7,52.7,N/A,70.0,N/A,46.3,75.0,50.0,50.0
Montenegro,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,1998,69.2,90.0,N/A,87.0,36.2,20.7,N/A,70.0,N/A,80.8,77.8,70.0,90.0
North Macedonia,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norway,1998,68.0,90.0,N/A,89.0,57.9,20.1,N/A,70.0,N/A,82.0,83.0,70.0,50.0
Poland,1998,59.2,70.0,N/A,56.0,51.6,33.2,N/A,70.0,N/A,59.6,73.0,70.0,50.0
Portugal,1998,65.0,70.0,N/A,65.0,59.8,39.3,N/A,70.0,N/A,83.1,77.8,70.0,50.0
Romania,1998,54.4,30.0,N/A,50.0,43.9,64.3,N/A,55.0,N/A,52.1,74.0,70.0,50.0
Russia,1998,52.8,50.0,N/A,26.0,74.2,67.3,N/A,55.0,N/A,24.3,58.6,50.0,70.0
"Serbia ",1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,1998,57.5,50.0,N/A,50.0,66.4,35.4,N/A,70.0,N/A,72.7,73.0,50.0,50.0
Slovenia,1998,60.7,70.0,N/A,50.0,51.8,37.3,N/A,70.0,N/A,68.4,59.0,70.0,70.0
Spain,1998,62.6,70.0,N/A,43.0,46.3,39.3,N/A,70.0,N/A,77.4,77.8,70.0,70.0
Sweden,1998,64.0,70.0,N/A,91.0,37.3,0.0,N/A,70.0,N/A,88.3,79.4,70.0,70.0
Switzerland,1998,79.0,90.0,N/A,88.0,77.4,56.2,N/A,70.0,N/A,88.5,81.6,70.0,90.0
Turkey,1998,60.9,70.0,N/A,35.0,58.4,68.5,N/A,70.0,N/A,31.8,73.8,70.0,70.0
Ukraine,1998,40.4,30.0,N/A,30.0,64.4,51.0,N/A,55.0,N/A,0.0,53.0,50.0,30.0
United Kingdom,1998,76.5,90.0,N/A,90.0,60.8,40.3,N/A,85.0,N/A,84.7,77.8,70.0,90.0
Albania,1997,54.8,50.0,N/A,10.0,81.5,60.3,N/A,70.0,N/A,62.9,59.0,70.0,30.0
Armenia,1997,46.7,50.0,N/A,30.0,80.7,41.7,N/A,55.0,N/A,0.0,83.0,30.0,50.0
Austria,1997,65.2,90.0,N/A,71.0,46.1,1.2,N/A,70.0,N/A,84.8,63.6,70.0,90.0
Azerbaijan,1997,34.0,30.0,N/A,10.0,54.6,61.6,N/A,55.0,N/A,0.0,55.0,10.0,30.0
Belarus,1997,39.8,50.0,N/A,10.0,38.0,32.9,N/A,70.0,N/A,0.0,77.2,30.0,50.0
Belgium,1997,64.6,90.0,N/A,69.0,33.7,14.8,N/A,70.0,N/A,86.4,77.8,70.0,70.0
Bosnia and Herzegovina,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bulgaria,1997,47.6,50.0,N/A,30.0,48.9,37.3,N/A,55.0,N/A,36.5,71.0,50.0,50.0
Croatia,1997,46.7,30.0,N/A,50.0,74.4,50.5,N/A,55.0,N/A,0.0,60.8,50.0,50.0
Cyprus,1997,67.9,50.0,N/A,50.0,71.3,67.9,N/A,85.0,N/A,78.5,68.4,70.0,70.0
Czech Republic,1997,68.8,70.0,N/A,50.0,53.7,35.4,N/A,100.0,N/A,74.4,76.0,70.0,90.0
Denmark,1997,67.5,90.0,N/A,93.0,30.6,0.0,N/A,85.0,N/A,91.0,77.8,70.0,70.0
Estonia,1997,69.1,70.0,N/A,50.0,71.4,55.5,N/A,85.0,N/A,55.5,74.0,90.0,70.0
Finland,1997,65.2,90.0,N/A,91.0,54.9,0.0,N/A,70.0,N/A,83.3,77.8,70.0,50.0
France,1997,59.1,70.0,N/A,70.0,38.1,9.6,N/A,85.0,N/A,81.5,77.8,50.0,50.0
Georgia,1997,46.5,30.0,N/A,10.0,92.0,82.3,N/A,55.0,N/A,0.0,69.0,50.0,30.0
Germany,1997,67.5,90.0,N/A,81.0,37.8,28.0,N/A,70.0,N/A,85.6,75.0,70.0,70.0
Greece,1997,59.6,70.0,N/A,40.0,54.0,54.4,N/A,70.0,N/A,70.1,77.8,70.0,30.0
"Hungary ",1997,55.3,70.0,N/A,41.0,54.4,0.0,N/A,70.0,N/A,63.0,59.0,70.0,70.0
Iceland,1997,70.5,90.0,N/A,90.0,61.6,40.6,N/A,70.0,N/A,81.3,80.8,70.0,50.0
Ireland,1997,72.6,90.0,N/A,84.0,49.9,41.1,N/A,85.0,N/A,85.2,77.8,70.0,70.0
Italy,1997,58.1,70.0,N/A,30.0,43.2,10.6,N/A,70.0,N/A,81.1,77.8,70.0,70.0
Latvia,1997,62.4,50.0,N/A,30.0,78.0,56.2,N/A,85.0,N/A,57.4,65.0,70.0,70.0
Liechtenstein,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,1997,57.3,50.0,N/A,30.0,75.6,58.0,N/A,70.0,N/A,33.0,79.0,70.0,50.0
Luxembourg,1997,72.8,90.0,N/A,90.0,45.2,40.6,N/A,85.0,N/A,85.8,79.0,70.0,70.0
Malta,1997,57.9,50.0,N/A,30.0,68.4,47.8,N/A,70.0,N/A,72.3,62.6,70.0,50.0
Moldova,1997,48.9,50.0,N/A,30.0,59.0,45.6,N/A,70.0,N/A,10.4,75.0,50.0,50.0
Montenegro,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,1997,70.4,90.0,N/A,87.0,34.1,14.1,N/A,85.0,N/A,85.4,77.8,70.0,90.0
North Macedonia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norway,1997,65.1,90.0,N/A,86.0,58.0,12.2,N/A,70.0,N/A,80.6,69.0,70.0,50.0
Poland,1997,56.8,70.0,N/A,70.0,49.5,26.8,N/A,70.0,N/A,55.2,49.6,70.0,50.0
Portugal,1997,63.6,70.0,N/A,56.0,61.0,36.5,N/A,70.0,N/A,81.4,77.8,70.0,50.0
Romania,1997,50.8,30.0,N/A,30.0,44.3,65.5,N/A,55.0,N/A,39.1,73.0,70.0,50.0
Russia,1997,48.6,50.0,N/A,30.0,77.7,58.5,N/A,55.0,N/A,0.0,46.0,50.0,70.0
"Serbia ",1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,1997,55.5,50.0,N/A,50.0,66.4,22.0,N/A,70.0,N/A,68.1,73.0,50.0,50.0
Slovenia,1997,55.6,50.0,N/A,50.0,51.4,36.2,N/A,70.0,N/A,64.0,59.0,50.0,70.0
Spain,1997,59.6,70.0,N/A,44.0,45.8,32.9,N/A,70.0,N/A,76.3,77.8,70.0,50.0
Sweden,1997,63.3,70.0,N/A,89.0,39.5,0.0,N/A,70.0,N/A,84.8,77.0,70.0,70.0
Switzerland,1997,78.6,90.0,N/A,88.0,77.7,54.4,N/A,70.0,N/A,86.7,80.6,70.0,90.0
Turkey,1997,60.8,70.0,N/A,41.0,57.3,61.8,N/A,70.0,N/A,29.8,77.8,70.0,70.0
Ukraine,1997,43.5,50.0,N/A,30.0,61.1,49.1,N/A,55.0,N/A,0.0,66.0,50.0,30.0
United Kingdom,1997,76.4,90.0,N/A,90.0,61.7,39.3,N/A,85.0,N/A,84.0,77.8,70.0,90.0
Albania,1996,53.8,50.0,N/A,10.0,81.7,51.0,N/A,70.0,N/A,42.6,59.0,70.0,50.0
Armenia,1996,42.2,50.0,N/A,50.0,75.8,0.0,N/A,55.0,N/A,0.0,69.0,30.0,50.0
Austria,1996,68.9,90.0,N/A,90.0,45.9,0.0,N/A,70.0,N/A,83.6,81.0,70.0,90.0
Azerbaijan,1996,30.0,30.0,N/A,10.0,46.3,48.8,N/A,40.0,N/A,0.0,55.0,10.0,30.0
Belarus,1996,38.7,50.0,N/A,10.0,38.0,0.0,N/A,70.0,N/A,0.0,60.0,50.0,70.0
Belgium,1996,66.0,90.0,N/A,90.0,33.9,7.3,N/A,70.0,N/A,85.0,77.8,70.0,70.0
Bosnia and Herzegovina,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bulgaria,1996,48.6,50.0,N/A,30.0,50.6,30.6,N/A,55.0,N/A,30.0,71.0,70.0,50.0
Croatia,1996,48.0,50.0,N/A,30.0,77.4,50.5,N/A,55.0,N/A,0.0,69.0,50.0,50.0
Cyprus,1996,67.7,50.0,N/A,50.0,71.9,67.9,N/A,85.0,N/A,76.0,68.4,70.0,70.0
Czech Republic,1996,68.1,70.0,N/A,50.0,47.5,38.2,N/A,100.0,N/A,72.5,75.0,70.0,90.0
Denmark,1996,67.3,90.0,N/A,90.0,31.5,0.0,N/A,85.0,N/A,91.4,77.8,70.0,70.0
Estonia,1996,65.4,70.0,N/A,50.0,73.2,59.2,N/A,85.0,N/A,17.3,74.0,90.0,70.0
Finland,1996,63.7,90.0,N/A,90.0,58.4,0.0,N/A,55.0,N/A,82.3,77.8,70.0,50.0
France,1996,63.7,70.0,N/A,90.0,60.6,8.3,N/A,85.0,N/A,81.4,77.8,50.0,50.0
Georgia,1996,44.1,30.0,N/A,10.0,92.0,61.3,N/A,55.0,N/A,0.0,69.0,50.0,30.0
Germany,1996,69.1,90.0,N/A,90.0,44.0,27.1,N/A,70.0,N/A,83.5,77.8,70.0,70.0
Greece,1996,60.5,70.0,N/A,50.0,58.0,50.5,N/A,70.0,N/A,67.9,77.8,70.0,30.0
"Hungary ",1996,56.8,70.0,N/A,50.0,55.8,0.0,N/A,70.0,N/A,66.6,59.0,70.0,70.0
Iceland,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ireland,1996,68.5,90.0,N/A,50.0,49.1,39.0,N/A,85.0,N/A,85.6,77.8,70.0,70.0
Italy,1996,60.8,70.0,N/A,90.0,42.2,0.1,N/A,70.0,N/A,77.0,77.8,70.0,50.0
Latvia,1996,55.0,50.0,N/A,50.0,78.0,50.8,N/A,70.0,N/A,41.1,55.0,50.0,50.0
Liechtenstein,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,1996,49.7,50.0,N/A,30.0,76.6,62.4,N/A,70.0,N/A,12.9,65.0,50.0,30.0
Luxembourg,1996,72.5,90.0,N/A,90.0,46.6,37.1,N/A,85.0,N/A,84.7,79.0,70.0,70.0
Malta,1996,55.8,50.0,N/A,10.0,67.7,50.8,N/A,70.0,N/A,72.5,61.0,70.0,50.0
Moldova,1996,52.5,50.0,N/A,30.0,75.1,72.1,N/A,70.0,N/A,0.0,75.0,50.0,50.0
Montenegro,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,1996,69.7,90.0,N/A,90.0,33.8,6.6,N/A,85.0,N/A,84.4,77.8,70.0,90.0
North Macedonia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norway,1996,65.4,90.0,N/A,90.0,58.9,8.9,N/A,70.0,N/A,81.7,69.0,70.0,50.0
Poland,1996,57.8,70.0,N/A,70.0,48.0,32.6,N/A,70.0,N/A,52.4,57.0,70.0,50.0
Portugal,1996,64.5,70.0,N/A,70.0,61.5,31.5,N/A,70.0,N/A,79.7,77.8,70.0,50.0
Romania,1996,46.2,30.0,N/A,30.0,42.4,64.9,N/A,55.0,N/A,11.9,61.6,70.0,50.0
Russia,1996,51.6,50.0,N/A,30.0,75.5,66.5,N/A,70.0,N/A,0.0,52.0,70.0,50.0
"Serbia ",1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,1996,57.6,50.0,N/A,50.0,66.4,22.0,N/A,70.0,N/A,65.1,75.0,70.0,50.0
Slovenia,1996,50.4,30.0,N/A,30.0,69.3,34.6,N/A,70.0,N/A,60.5,59.0,30.0,70.0
Spain,1996,59.6,70.0,N/A,50.0,45.8,26.8,N/A,70.0,N/A,76.2,77.8,70.0,50.0
Sweden,1996,61.8,70.0,N/A,90.0,45.2,0.0,N/A,70.0,N/A,84.5,77.0,70.0,50.0
Switzerland,1996,76.8,70.0,N/A,90.0,78.0,53.4,N/A,70.0,N/A,91.6,78.0,90.0,70.0
Turkey,1996,56.7,70.0,N/A,10.0,44.3,57.1,N/A,85.0,N/A,28.9,75.0,70.0,70.0
Ukraine,1996,40.6,30.0,N/A,30.0,57.7,47.1,N/A,55.0,N/A,0.0,66.0,50.0,30.0
United Kingdom,1996,76.4,90.0,N/A,90.0,62.1,37.3,N/A,85.0,N/A,85.2,77.8,70.0,90.0
Albania,1995,49.7,50.0,N/A,10.0,81.7,34.3,N/A,70.0,N/A,22.1,59.0,70.0,50.0
Armenia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Austria,1995,70.0,90.0,N/A,90.0,46.3,9.6,N/A,70.0,N/A,82.9,81.0,70.0,90.0
Azerbaijan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Belarus,1995,40.4,50.0,N/A,10.0,42.0,31.5,N/A,70.0,N/A,0.0,60.0,50.0,50.0
Belgium,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bosnia and Herzegovina,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bulgaria,1995,50.0,50.0,N/A,30.0,46.0,50.5,N/A,55.0,N/A,26.3,72.4,70.0,50.0
Croatia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
